,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
180,2024-02-03_02:04:18,1706925753.164,1706925858397556,2299,525771164,3850042880,-366019512,16731149,15460773,-15816040,-4211711,8109358,3605169288
181,2024-02-03_02:04:18,1706925753.172,1706925858397711,2299,525771172,3850042880,-367815315,18011222,22166662,-17234005,-560546,8990314,1250439322
182,2024-02-03_02:04:18,1706925753.18,1706925858398117,2299,525771180,3850042880,-366624835,15058854,25613490,-18002382,2381111,5340598,1776494278
183,2024-02-03_02:04:18,1706925753.188,1706925858398549,2299,525771188,3850042880,-359865381,16475273,24272165,-16991705,1641628,4987310,1327431142
184,2024-02-03_02:04:18,1706925753.196,1706925858399291,2299,525771196,3850042880,-356561868,20391825,26117271,-14035933,-2350576,5050986,2873094853
185,2024-02-03_02:04:18,1706925753.204,1706925858399711,2299,525771204,3850108416,-364588129,23823801,39794369,-11362026,-5781628,5075762,2336375981
186,2024-02-03_02:04:18,1706925753.212,1706925858399891,2299,525771212,3850108416,-376266313,21317625,59924631,-10254479,-4933381,2810773,3409981043
187,2024-02-03_02:04:18,1706925753.22,1706925858400419,2299,525771220,3850108416,-377290888,14232721,71394755,-10991031,371979,6511038,640692543
188,2024-02-03_02:04:18,1706925753.228,1706925858400843,2299,525771228,3850042880,-367421535,6463992,60961362,-11807033,6091331,14509004,1292317544
189,2024-02-03_02:04:18,1706925753.236,1706925858401767,2299,525771236,3850042880,-345409375,13181254,37806050,-10603695,5720073,20742293,2977986065
190,2024-02-03_02:04:18,1706925753.244,1706925858402328,2299,525771244,3850108416,-329109858,24867684,26255323,-7171628,-1788904,20525642,136179234
191,2024-02-03_02:04:18,1706925753.252,1706925858402621,2299,525771252,3850108416,-334126963,26451285,37472091,-3787036,-8469926,11305174,3741161467
192,2024-02-03_02:04:18,1706925753.26,1706925858403066,2299,525771260,3850042880,-342405350,16165193,56271378,-2857832,-9093647,7239316,1114620362
193,2024-02-03_02:04:18,1706925753.268,1706925858403548,2299,525771268,3850108416,-334084599,7653257,61098617,-3925512,-4142069,10130454,3150112858
194,2024-02-03_02:04:18,1706925753.276,1706925858404145,2299,525771276,3850042880,-311433396,12411269,45730918,-4750701,604648,16009613,385436616
195,2024-02-03_02:04:18,1706925753.284,1706925858404847,2299,525771284,3850042880,-295947340,21873204,24857128,-4686618,1129177,14794703,3461096932
196,2024-02-03_02:04:18,1706925753.292,1706925858405243,2299,525771292,3850042880,-303624778,19459796,13438262,-3696170,-1620303,5133484,3516356171
197,2024-02-03_02:04:18,1706925753.3,1706925858406370,2299,525771300,3850042880,-312420295,19375932,13529272,-2169985,-5144935,289720,990543015
198,2024-02-03_02:04:18,1706925753.308,1706925858406935,2299,525771308,3850042880,-315882835,20978026,21901966,-1411950,-5934251,-4322340,3769965489
199,2024-02-03_02:04:18,1706925753.316,1706925858407401,2299,525771316,3850042880,-324649386,11037825,25435120,-1875587,-3256254,-2910693,712828728
200,2024-02-03_02:04:18,1706925753.324,1706925858407902,2299,525771324,3850042880,-324322957,10984274,18400561,-3357054,1071534,5581392,548186814
201,2024-02-03_02:04:18,1706925753.332,1706925858408120,2299,525771332,3850042880,-315799435,22705417,8323336,-4390196,4324218,5836807,1781924206
202,2024-02-03_02:04:18,1706925753.34,1706925858408623,2299,525771340,3850108416,-318308478,21074105,2298820,-4477312,5893372,-1965783,1688333473
203,2024-02-03_02:04:18,1706925753.348,1706925858409237,2299,525771348,3850042880,-323859426,14303312,625705,-4952425,7515735,-4925826,996139192
204,2024-02-03_02:04:18,1706925753.356,1706925858409715,2299,525771356,3850042880,-321324048,14272595,-583462,-5439499,8960226,-2410758,1521970546
205,2024-02-03_02:04:18,1706925753.364,1706925858410193,2299,525771364,3850042880,-313802484,16635018,31621,-5271367,9973206,-2557207,2812153332
206,2024-02-03_02:04:18,1706925753.372,1706925858410370,2299,525771372,3850042880,-308854476,17612421,3692894,-5840875,12241520,-4401616,1473144246
207,2024-02-03_02:04:18,1706925753.38,1706925858410887,2299,525771380,3850042880,-309194148,14697886,4380153,-6837459,15241654,-7391003,4099371522
208,2024-02-03_02:04:18,1706925753.388,1706925858411637,2299,525771388,3850042880,-306198113,17168737,3110079,-7859401,17718169,-10261848,3065869445
209,2024-02-03_02:04:18,1706925753.396,1706925858412905,2299,525771396,3850042880,-305832257,17565553,656003,-8183413,18815827,-12845344,1588321053
210,2024-02-03_02:04:18,1706925753.404,1706925858413494,2299,525771404,3850042880,-309079512,17403684,-487776,-7954033,18439249,-13691243,1789921655
211,2024-02-03_02:04:18,1706925753.412,1706925858413695,2299,525771412,3850042880,-312881716,14317074,2255418,-8018867,18324717,-14383556,2205208844
212,2024-02-03_02:04:18,1706925753.42,1706925858414326,2299,525771420,3850042880,-309470076,14682242,6989754,-8348220,18915572,-14207576,2925538065
213,2024-02-03_02:04:18,1706925753.428,1706925858414890,2299,525771428,3850042880,-306415971,16857196,10075738,-8944005,19979956,-16712019,276253600
214,2024-02-03_02:04:18,1706925753.436,1706925858415275,2299,525771436,3850042880,-311100544,15531569,10317718,-9214802,20310794,-18653740,1925015271
215,2024-02-03_02:04:18,1706925753.444,1706925858415673,2299,525771444,3850042880,-317122676,14634267,8498610,-9212197,19854470,-17542291,1832198921
216,2024-02-03_02:04:18,1706925753.452,1706925858415859,2299,525771452,3850042880,-319445681,16619932,5890319,-8815829,18332136,-17318620,1523489971
217,2024-02-03_02:04:18,1706925753.46,1706925858416246,2299,525771460,3850108416,-317891391,17723526,8132854,-8054580,15496299,-18470054,1333916741
218,2024-02-03_02:04:18,1706925753.468,1706925858416634,2299,525771468,3850108416,-317962840,14406389,12191732,-7543156,13150364,-20131239,552142087
219,2024-02-03_02:04:18,1706925753.476,1706925858417029,2299,525771476,3850042880,-316872470,14116359,14286979,-7314147,11353079,-19780072,201933589
220,2024-02-03_02:04:18,1706925753.484,1706925858417541,2299,525771484,3850042880,-318062129,13139777,14246454,-7066251,9221106,-19272609,2416448751
221,2024-02-03_02:04:18,1706925753.492,1706925858417674,2299,525771492,3850042880,-322285642,13307328,13200316,-6892569,6684622,-18225800,1321622935
222,2024-02-03_02:04:18,1706925753.5,1706925858418420,2299,525771500,3850108416,-324455516,15647573,9681828,-6474555,3648949,-17865860,1125927068
223,2024-02-03_02:04:18,1706925753.508,1706925858418899,2299,525771508,3850042880,-326245202,16999076,9288006,-5921686,800461,-18714326,3891125982
224,2024-02-03_02:04:18,1706925753.516,1706925858419635,2299,525771516,3850042880,-331635701,11025517,10169052,-5566858,-1452749,-18072132,260368785
225,2024-02-03_02:04:18,1706925753.524,1706925858420411,2299,525771524,3850042880,-331058770,10061094,8245880,-5425830,-3505144,-15438403,2544871211
226,2024-02-03_02:04:18,1706925753.532,1706925858420622,2299,525771532,3850042880,-326661584,16285070,7342136,-4778510,-5784309,-13445991,769819380
227,2024-02-03_02:04:18,1706925753.54,1706925858421026,2299,525771540,3850042880,-334484407,15712552,8092928,-4081099,-6961255,-14925948,3899798303
228,2024-02-03_02:04:18,1706925753.548,1706925858421666,2299,525771548,3850108416,-342240778,12780914,9266032,-3885338,-7236735,-14396061,868023903
229,2024-02-03_02:04:18,1706925753.556,1706925858422181,2299,525771556,3850042880,-340151450,11394495,7893664,-3770868,-7160118,-11657465,4106329390
230,2024-02-03_02:04:18,1706925753.564,1706925858422869,2299,525771564,3850042880,-333985639,13675777,8282378,-3742291,-6483993,-8481619,2403065896
231,2024-02-03_02:04:18,1706925753.572,1706925858423082,2299,525771572,3850042880,-334067260,12178221,4987625,-3750991,-5759657,-7419344,2160226860
232,2024-02-03_02:04:18,1706925753.58,1706925858423537,2299,525771580,3850042880,-334815681,16107738,1082231,-3263851,-6144836,-8841776,2594322846
233,2024-02-03_02:04:18,1706925753.588,1706925858424104,2299,525771588,3850042880,-337583262,15518009,2045778,-2558391,-7382766,-8913174,1822097715
234,2024-02-03_02:04:18,1706925753.596,1706925858424942,2299,525771596,3850042880,-340858715,10340233,6540274,-2542887,-7045345,-8007605,939303923
235,2024-02-03_02:04:18,1706925753.604,1706925858425340,2299,525771604,3850042880,-335657694,12971729,10639277,-2885914,-5790652,-4795922,1340131085
236,2024-02-03_02:04:18,1706925753.612,1706925858425530,2299,525771612,3850042880,-333316256,13614109,8937528,-3172154,-4331063,-4519443,3442911228
237,2024-02-03_02:04:18,1706925753.62,1706925858426063,2299,525771620,3850042880,-335281218,13736139,5164528,-3071128,-3540611,-5371021,3677524652
238,2024-02-03_02:04:18,1706925753.628,1706925858426501,2299,525771628,3850042880,-337516223,13135309,3918744,-2932501,-4056870,-4969083,1746875164
239,2024-02-03_02:04:18,1706925753.636,1706925858427408,2299,525771636,3850042880,-339448388,12989413,5933881,-2851803,-4481036,-4372972,2128624241
240,2024-02-03_02:04:18,1706925753.644,1706925858428106,2299,525771644,3850042880,-341069264,13350118,9533586,-2701056,-4480689,-2840195,2956386472
241,2024-02-03_02:04:18,1706925753.652,1706925858428372,2299,525771652,3850042880,-340393125,13090925,12070283,-2767548,-4422573,-1218353,3360986316
242,2024-02-03_02:04:18,1706925753.66,1706925858429013,2299,525771660,3850108416,-339059287,12354427,12628750,-2693208,-4465945,-77438,81668007
243,2024-02-03_02:04:18,1706925753.668,1706925858429667,2299,525771668,3850108416,-338723427,10963151,12106488,-2792816,-4053565,36239,278974654
244,2024-02-03_02:04:18,1706925753.676,1706925858430110,2299,525771676,3850042880,-336319715,12351569,10774066,-3060436,-3966221,2294917,3910793528
245,2024-02-03_02:04:18,1706925753.684,1706925858430685,2299,525771684,3850042880,-337765326,14586186,12792638,-3150739,-4239860,2291207,1238944943
246,2024-02-03_02:04:18,1706925753.692,1706925858430981,2299,525771692,3850042880,-341844284,14608736,11946894,-2770729,-4611426,1436993,131246065
247,2024-02-03_02:04:18,1706925753.7,1706925858431711,2299,525771700,3850042880,-340648395,11736948,10780901,-2447043,-4913297,3581782,1258140566
248,2024-02-03_02:04:18,1706925753.708,1706925858432133,2299,525771708,3850042880,-334940528,12747881,13308594,-2511084,-4402171,5139700,2938663504
249,2024-02-03_02:04:18,1706925753.716,1706925858432635,2299,525771716,3850042880,-332379800,14774769,12525631,-2915380,-3506520,6069141,2186517665
250,2024-02-03_02:04:18,1706925753.724,1706925858433046,2299,525771724,3850042880,-334209572,11927103,11959023,-3345201,-3053239,4814315,1150969304
251,2024-02-03_02:04:18,1706925753.732,1706925858433214,2299,525771732,3850042880,-332619216,14952525,12969091,-3012903,-3714652,4957146,3991856263
252,2024-02-03_02:04:18,1706925753.74,1706925858433631,2299,525771740,3850042880,-333260631,14642888,13221945,-2727125,-3785077,5423413,3457874775
253,2024-02-03_02:04:18,1706925753.748,1706925858434070,2299,525771748,3850042880,-334811132,15368170,12222663,-3007942,-3195066,5010925,152290996
254,2024-02-03_02:04:18,1706925753.756,1706925858434624,2299,525771756,3850042880,-337473674,15524376,12566843,-3052565,-3217226,5511085,2017717861
255,2024-02-03_02:04:18,1706925753.764,1706925858435015,2299,525771764,3850042880,-340104667,13006782,13676265,-2959261,-3168310,5195073,1260127141
256,2024-02-03_02:04:18,1706925753.772,1706925858435250,2299,525771772,3850042880,-338317101,15602378,12097864,-3185932,-3122410,5668533,4166840309
257,2024-02-03_02:04:18,1706925753.78,1706925858436021,2299,525771780,3850042880,-337324933,16040152,12076306,-3562977,-2541330,6008933,2364987946
258,2024-02-03_02:04:18,1706925753.788,1706925858436709,2299,525771788,3850042880,-339279077,12648919,11529707,-3872186,-1441092,6444273,599408473
259,2024-02-03_02:04:18,1706925753.796,1706925858437665,2299,525771796,3850042880,-338502010,12313711,8326374,-3479724,-1114818,7481239,3725516368
260,2024-02-03_02:04:18,1706925753.804,1706925858438043,2299,525771804,3850042880,-336421659,14891560,9821494,-3002792,-1452259,8343230,1581789136
261,2024-02-03_02:04:18,1706925753.812,1706925858438198,2299,525771812,3850042880,-336966919,15790887,14159265,-3593152,-577271,7845337,2459665393
262,2024-02-03_02:04:18,1706925753.82,1706925858438678,2299,525771820,3850042880,-338053015,12872270,13328631,-4112353,183517,8141864,865250731
263,2024-02-03_02:04:18,1706925753.828,1706925858439037,2299,525771828,3850042880,-337370868,12727086,13070612,-3796402,303134,7371736,2829604540
264,2024-02-03_02:04:18,1706925753.836,1706925858439628,2299,525771836,3850042880,-335439530,16128282,12224094,-3906996,1406590,8495153,3291171268
265,2024-02-03_02:04:18,1706925753.844,1706925858440061,2299,525771844,3850042880,-338421925,13148808,7885943,-4080302,2400440,9684205,1289112626
266,2024-02-03_02:04:18,1706925753.852,1706925858440286,2299,525771852,3850042880,-338082560,15495657,9447700,-3896903,2328197,9465347,1628187922
267,2024-02-03_02:04:18,1706925753.86,1706925858440679,2299,525771860,3850042880,-336843863,14367482,12848013,-3810270,2341737,11255147,1328024712
268,2024-02-03_02:04:18,1706925753.868,1706925858441137,2299,525771868,3850042880,-339002899,12001701,11474946,-3913510,3031351,12192615,2718335437
269,2024-02-03_02:04:18,1706925753.876,1706925858441699,2299,525771876,3850042880,-336279425,15298033,11033698,-3897670,2949159,13390978,2732015718
270,2024-02-03_02:04:18,1706925753.884,1706925858442060,2299,525771884,3850042880,-334474506,14852801,13544045,-3849222,3476771,13297331,3028805416
271,2024-02-03_02:04:18,1706925753.892,1706925858442265,2299,525771892,3850042880,-334874866,15127142,13504545,-3844382,4287914,13931363,2231297272
272,2024-02-03_02:04:18,1706925753.9,1706925858443102,2299,525771900,3850042880,-336004729,12586815,10956490,-3761708,3858286,15241332,3508538830
273,2024-02-03_02:04:18,1706925753.908,1706925858443821,2299,525771908,3850042880,-331524037,15593976,10995678,-3923021,3132201,15464061,3451031063
274,2024-02-03_02:04:18,1706925753.916,1706925858444648,2299,525771916,3850042880,-327072742,18311712,11055285,-3668580,2236458,15546415,26525058
275,2024-02-03_02:04:18,1706925753.924,1706925858445086,2299,525771924,3850042880,-328178178,13794196,11159534,-3171726,716960,15057084,343821045
276,2024-02-03_02:04:18,1706925753.932,1706925858445316,2299,525771932,3850042880,-325488882,14525099,13015363,-3385339,-43415,16034107,2015533753
277,2024-02-03_02:04:18,1706925753.94,1706925858445828,2299,525771940,3850042880,-323274627,15266402,12018031,-3927961,267101,17106490,4131405356
278,2024-02-03_02:04:18,1706925753.948,1706925858446244,2299,525771948,3850042880,-320778878,15272172,9965521,-4100566,-299969,16217010,4096708443
279,2024-02-03_02:04:18,1706925753.956,1706925858446668,2299,525771956,3850042880,-318567691,14247726,10690172,-3971504,-1150213,14858873,2840687941
280,2024-02-03_02:04:18,1706925753.964,1706925858447067,2299,525771964,3850042880,-318349951,15550598,9989289,-3728965,-1907025,14379145,2549842420
281,2024-02-03_02:04:18,1706925753.972,1706925858447294,2299,525771972,3850042880,-318312152,16870233,7883942,-3310454,-3348723,14264742,594434949
282,2024-02-03_02:04:18,1706925753.98,1706925858447682,2299,525771980,3850042880,-317414334,15893214,9384536,-2948151,-4614526,12700873,1542993980
283,2024-02-03_02:04:18,1706925753.988,1706925858448064,2299,525771988,3850042880,-316290040,17407186,10709515,-3003449,-4502305,12326044,141433318
284,2024-02-03_02:04:18,1706925753.996,1706925858448848,2299,525771996,3850042880,-319381349,15527305,10902923,-2856333,-3903345,11576215,757403175
285,2024-02-03_02:04:18,1706925754.004,1706925858449290,2299,525772004,3850042880,-317863072,15448313,10945935,-2667263,-3345287,11644649,1724256024
286,2024-02-03_02:04:18,1706925754.012,1706925858449515,2299,525772012,3850042880,-316947629,12875409,9244481,-2706506,-2646581,11542121,1856934766
287,2024-02-03_02:04:18,1706925754.02,1706925858449904,2299,525772020,3850042880,-318937177,15912292,7935003,-2801090,-2354422,9778474,3842123037
288,2024-02-03_02:04:18,1706925754.028,1706925858450477,2299,525772028,3850042880,-320910954,17083194,7810501,-2590409,-2823775,9749207,3946334805
289,2024-02-03_02:04:18,1706925754.036,1706925858450877,2299,525772036,3850042880,-320807420,14706244,7982162,-2122823,-3067327,8734590,1573019048
290,2024-02-03_02:04:18,1706925754.044,1706925858451756,2299,525772044,3850042880,-317275268,16593962,10700906,-2040283,-3213076,9132016,846730726
291,2024-02-03_02:04:18,1706925754.052,1706925858451922,2299,525772052,3850042880,-316738417,13899322,11892010,-2435367,-2621889,9006600,3347143840
292,2024-02-03_02:04:18,1706925754.06,1706925858452642,2299,525772060,3850042880,-316258693,15131524,9003761,-2819600,-1807074,8174042,1795408923
293,2024-02-03_02:04:18,1706925754.068,1706925858453092,2299,525772068,3850042880,-316935658,13892376,6067604,-2321968,-2905247,7041270,2749277527
294,2024-02-03_02:04:18,1706925754.076,1706925858453473,2299,525772076,3850042880,-317478255,13139742,7427342,-1799864,-4161600,5758747,4226744487
295,2024-02-03_02:04:18,1706925754.084,1706925858453931,2299,525772084,3850042880,-315539989,12984492,8254231,-1749534,-4348128,6631035,192632160
296,2024-02-03_02:04:18,1706925754.092,1706925858454113,2299,525772092,3850042880,-313383965,13209837,9534513,-1822372,-4106995,5933572,2916689945
297,2024-02-03_02:04:18,1706925754.1,1706925858454929,2299,525772100,3850042880,-313745032,15287962,10810031,-2230124,-3284567,4173355,3519788303
298,2024-02-03_02:04:18,1706925754.108,1706925858455399,2299,525772108,3850042880,-316605132,11427340,9783388,-2979766,-1661970,3998641,276000623
299,2024-02-03_02:04:18,1706925754.116,1706925858455879,2299,525772116,3850042880,-313009348,13704760,5698712,-3065005,-1675084,4931872,2234322661
300,2024-02-03_02:04:18,1706925754.124,1706925858456821,2299,525772124,3850042880,-311606970,16245160,7095504,-2946757,-2678559,4245242,3005536017
301,2024-02-03_02:04:18,1706925754.132,1706925858456831,2299,525772132,3850042880,-321432656,11191454,11076509,-3426682,-1904963,2889025,3919808845
302,2024-02-03_02:04:18,1706925754.14,1706925858456867,2299,525772140,3850042880,-319515782,14318986,9276731,-3547214,-1620584,3796235,2726313048
303,2024-02-03_02:04:18,1706925754.148,1706925858457295,2299,525772148,3850042880,-315021690,14032643,9980145,-3450388,-1772098,2583138,3820366279
